,index,Unnamed: 0,tweet
5919,6390,6390,Gerald I still think he is a pussy haha
5920,6391,6391,James bird shit aint no joke
5921,6392,6392,Eddie old raglyscrag. me and that bitch been places.
5922,6393,6393,"Ricardo at least it's not antville, because thats for cunts."
5923,6394,6394,Paul we've used the word cunt almost 3 times. Its beautiful.
5924,6395,6395,Thomas my bitch dont want your ugly ass gtfo ol peyton manning lookin ass
5925,6396,6396,Keri stfu you dont get any pussy fuck boy
5926,6397,6397,"Charles Charles bitch stfu u livin off our tax money too, we pay shit just like u so don't get that white power shit to head"
5927,6398,6398,Sarah Sarah mmm where the fuck is that at honkey? U need to wake up and realize its 2013 and get off of the skin
5928,6399,6399,Jennifer y dont u end us monkeys then? U hate us because were better than crackers  I love it. Deep down u know weve done nothin 2 u
5929,6400,6400,Donna Donna Yankee? 
5930,6402,6402,Larry Larry Larry forget that bitch and come get some of this white chocolate
5931,6403,6403,Amy Amy bitch nigga come over here I'm on knodell vandyke n french rd fuck boy den talk dat shit
5932,6404,6404,Arnold Arnold who is dis crack ass cracker
5933,6405,6405,Dennis Dennis who tf is chrisis jones. A nigga botta get his ass beat clearly bitch nigga u see real niggas conversatin
5934,6406,6406,Richard you just a dark ie my nig.. It's ok..
5935,6407,6407,Roy white boy talmbout Ight I'll see you tomorrow at school nigger
5936,6408,6408,Wanda Perfect stock photography for an article about not letting a leprechaun-looking handyman get into your liquor cabinet
5937,6409,6409,Erica yeah wtf you aren't a pussy.
5938,6410,6410,Kayla Kayla keep these hoes on yet toes ! Don't tell them nothing 
5939,6411,6411,Chelsey thanks bitch
5940,6412,6412,Theresa Theresa yu betta watch cho mouf bout dat one dea hoe
5941,6413,6413,Jason Jason nun of ya bidness bitch
5942,6414,6414,Rudy Rudy Shantrell bitch we ainn talkn to you C yo ugly way out
5943,6415,6415,Jose Exactly dem gold diggin hoes came out da woods on my ass
5944,6416,6416,David Heyy hoe 
5945,6417,6417,Michael bitch i ainn hiden i go str8 to class my teacher lame af
5946,6418,6418,Jim bitch i juss askd yu uh question yo ole choppa bullet head ahh
5947,6419,6419,Megan dat was befo da fact hoe shut yo ass up 
5948,6420,6420,Alva dumb ass hoe
5949,6421,6421,Chin hoe yu came at me first tf
5950,6422,6422,Earl lol Duhh but ima get my neck tomorrow so dont be mad hoe
5951,6423,6423,Michael yeah right hoe
5952,6424,6424,Crystal Crystal gabby called her yesterday and we call her a bitch and then cried.
5953,6425,6425,Alan  dat shit crazy a nicca use to wear dat shit fr
5954,6426,6426,Paul already kno nicca
5955,6427,6427,Sylvia lol da nicca was str8 n Friday wit out it but dude str8 Uncle Tom nicca now
5956,6428,6428,Peter lol la bitch happy bout Beatin our bench players
5957,6429,6429,Evelyn lol mane shut dat bitch shit up youn fucc wit me
5958,6430,6430,Julia start telling all bitches how to live their lives. Can we get advice from gwenyth?
5959,6431,6431,Margaret  you look like a bitch nigga to me
5960,6432,6432,"Matthew text me, my phone being a cunt whore."
5961,6433,6433,Stanley Alright fag
5962,6434,6434,James 11k now shut up hoe
5963,6435,6435,Michael I bet I fuck yo bitch tho
5964,6436,6436,Patricia I'm not goin oml I'm finna drop this bitch
5965,6437,6437,Marissa bitch give me my lighter or get shot
5966,6438,6438,Geri eat pickles hoe
5967,6439,6439,Ruby follow back bitch
5968,6440,6440,Leonard follow me back hoe
5969,6441,6441,Donald hell naw bitch no help!
5970,6442,6442,Mary these bitch been sayin they was leaving since 3
5971,6443,6443,"Trista ew pussy buy a fucking xbone , u got dat Puppy muny"
5972,6444,6444,Danny bitch I asked you a question
5973,6445,6445,Verda they act like they earned the subs curse has haha bitch you wasn't in #Disfigure
5974,6446,6446,William i made you lunch you fat faggot 
5975,6447,6447,Alicia  boa I'm trying see if that bitch was going or not . Me  Vick stay agru about he don't get hoes
5976,6448,6448,Scott Scott it makes you a nigger fucking a goat.
5977,6449,6449,Kevin Kevin This is Twitter. Not only are you a fag but you're also retarded.
5978,6450,6450,Gina lmao bitch know we stand there EVERYDAY 
5979,6451,6451,Tonya bitch don't retweet my question. Psh!! Nasty ass ho.
5980,6452,6452,"Debra is that I'm ""a twat"" or ""I'm Twat"", like formally?"
5981,6453,6453,Humberto uh you're trash. 
5982,6454,6454,Avis - bitch I'm up for sale every weekend 
5983,6455,6455,Carmon omg her nips 
5984,6456,6456,Mary I was taking a picture and that bitch scared me lmao
5985,6457,6457,William bitch shut up men are talking an William William 
5986,6458,6458,Stephen unpredictable is an excuse for retarded
5987,6459,6459,Barbara haha yuhhh did I hit that hoe or what
5988,6460,6460,Anne Anne me n glo boy will get young chop in that bitch too
5989,6461,6461,Justin you pissing in my trash can again?
5990,6462,6462,Carol im not a nigglet 
5991,6463,6463,"Tyler Tyler ""all of these rednecks and none of them can keep the fire lit"" "
5992,6464,6464,Tiffany Tiffany Because either way that makes you a bitch.
5993,6465,6465,William trash
5994,6466,6466,Ila Ila because hoes disguise themselves as real women
5995,6467,6467,William LMFAO thats dead them hoes gotta pay
5996,6468,6468,Mark -the base) and would mean it would hurt like a bitch to have one broken off.
5997,6469,6469,Christine shit is trash
5998,6470,6470,James James James that bitch needs a tittielift
5999,6471,6471,"you have no penis.
Penny would make that bitch like a balloon. 
Balloons and bitches can all float"
6000,6472,6472,Joseph I didn't know that was a fad sounds fucking retarded haha
6001,6473,6473,Randy wagon burner! Jk jk you did look pretty Latino here
6002,6474,6474,Carolyn *mormon hoes ;)
6003,6475,6475,"Christa but but but you said vibe. Which means I have to say bitch, don't kill my vibe."
6004,6476,6476,Lynette hahaha it makes sense hoe ;p
6005,6477,6477,Brian lets hang fag
6006,6478,6478,Beatrice better off banning teabaggers and their anti American supporters
6007,6479,6479,Carl Carl name that hoe (I'm 6'1) on my license tho
6008,6480,6480,Danny no clue but these bad hoes ain't really bad
6009,6481,6481,Hannah these hoes don't want no help but they want all the help
6010,6482,6482,Brittany what's this chinks email? I'm moving to China and slicing his throat
6011,6483,6483,Donna raspy ass voice annoying bitch???
6012,6484,6484,Carol nah Bama fans ain't finna have a nigger running the offense.
6013,6485,6485,Kenneth nigger mad
6014,6486,6486,Dollie Dollie Dollie bruh why it look like a niggah dick slapped the baby 
6015,6487,6487,Jill Jill are you for real right now!! Jill this kid haha where you at pussy
6016,6488,6488,"Elizabeth I know, bitches. Let's do something this weekend. Let's bake!"
6017,6489,6489,Samantha It's not till later hoe! Unless your having a sleepover...#Awk
6018,6490,6490,Tina message me hoe! I need to plan stuff.
6019,6491,6491,Julia shut up bitch it looks smooth like a booty
6020,6492,6492,"Rosie Rosie Rosie it doesnt matter if it was a joke, the fact still remains that hes a faggot for pretending to be a girl"
6021,6493,6493,"Viola Viola bitch I didn't even know you, I was only fucking with real niggas and damn sure wasn't one of them"
6022,6494,6494,Anthony Anthony Anthony bitch fight me so I can make you shut up am going to back my shit up
6023,6495,6495,Joshua Joshua bitch stfu and get off my page
6024,6496,6496,"Robert does ""smdh"" stand for ""suck my dick, hoe""?"
6025,6497,6497,Vernon Vernon Little sissy bitch
6026,6498,6498,George I hear Bill likes trailer trash like you. George George George George George 
6027,6499,6499,Matthew Matthew  profeten voor 'm?Niemand weet exacte leeftijden maar v Aicha opeens wel.Again zelfs mn ma weet niet hoe oud z is
6028,6500,6500,Thomas I like how his tattoo on his head forms a mullet. White trash people can be so entertaining sometimes
6029,6501,6501,Manuel pussy!!!!!
6030,6502,6502,Cynthia bro once I'm there next year I'll make you look like straight trash so enjoy it the little time you have left
6031,6503,6503,Stanley Stanley dyke ron
6032,6504,6504,Bessie you're frumpy bitch
6033,6505,6505,Roger Roger go fuck your self pussy 
6034,6506,6506,Robin Robin bitch boys
6035,6507,6507,Charlie bitch you go for a .4 and mc Donald's. Fuck out the spot
6036,6508,6508,A 50 dollar card make a young nicca go hard .. Throw in a cell phone i can get you left on the yard!
6037,6509,6509,A Nigguh spitting dat crack to your bitch
6038,6510,6510,A bad bitch who knows her cars
6039,6511,6511,A basic bitch will piss me off every single time.
6040,6512,6512,A bf and gf are suppose to laugh at these hoes together. A guy should never have these hoes laughing at his girl
6041,6513,6513,"A big ass wasp was flying round on my bus, my dike bus driver stops the bus, grabs that bitch by the wings, and throws it out the window "
6042,6514,6514,A bird just smacked right into my car window. My parked car window  scared the fuck outta me
6043,6515,6515,A bitch can't resist a nugga with a fresh cut shit I can hardly resist myself when j get one 
6044,6516,6516,A bitch could never come out of her mouth and speak on shit that she has no idea what she's talking about.
6045,6517,6517,A bitch like you need to get fucked right every night
6046,6518,6518,A bitch wanna get slick 
6047,6520,6520,A bitch who can't ride dick is useless
6048,6521,6521,"A bitch will be quick to get mad if they have to write and essay, but go post 1,000 tweets with ease."
6049,6522,6522,"A boyfriend who tells hoes and sluts, ""I have a girlfriend"", is a real ass dude."
6050,6523,6523,"His hair is a mess, his family is nuts, his neighbor's an asshole, his bestfriend's a pussy,  his owner beats him."
6051,6524,6524,A down bitch for a real nigga
6052,6525,6525,A dude with money can only impress a broke bitch.
6053,6526,6526,A dyke who wears strap ons can't brag to me that she beats the pussy better than me because her dildo can't cum and make her stop.
6054,6527,6527,KimKourtneyKendallKhloe Kylie
6055,6528,6528,A fuck ain't shit to these new age hoes
6056,6529,6529,A ghetto girl's best bet is to find work at a call center and try to climb that corporate latter.
6057,6530,6530,A girl knows when a niggah just trynna fuck .
6058,6531,6531,A girl who getting it in school and work.... I applaud you! Y'all the real bitches! Y'all doing what you do and doing it well!
6059,6532,6532,"A girlfriend is almost a bill lowkey. So at this point in my life where I should be gettin outta my moms crib, I'll rather just have hoes."
6060,6533,6533,A girlfriend would be cool but pussy is all they got nowadays *
6061,6535,6535,"A guy on True Blood is getting his penis inspected and the doctor told him it look like an eggplant

"
6062,6536,6536,"A hoe gon be a hoe, that ain't a hunnid."
6063,6537,6537,A hoe gone be a hoe they ain't 
6064,6538,6538,A hoe gonna be a hoe regardless
6065,6539,6539,"A hoe nigga will not be tolerated,"
6066,6540,6540,A hunned hunneds nicca #LetsGetIt
6067,6541,6541,"A knock on the door. ""Who could it be at this hour?!"" I shuffle down the hall. ""Who is it?"" I ask. It's a bad bitch and a burrito. The end."
6068,6542,6542,A lady approached me asking me if I was religious and when I said no she scolded me on how I'm going to hell. See you there crazy bitch 
6069,6543,6543,A lot of I fucked up call me back this bitch is tripping .. Lol
6070,6544,6544,A lot of bitches eat ass nowadays 
6071,6545,6545,A lot of cool bitches that a nigga went to school with was major hoes ... And they man don't know
6072,6546,6546,A lot of dumb bitches out here....
6073,6547,6547,A lot of you niggas turned these bitches into sketch ass bitches
6074,6548,6548,A lotta niccas all talk I jus let em do it
6075,6549,6549,A lotta u niccas ain't who u say u is!
6076,6550,6550,A man will cheat on his woman.. Fuck 20 different bitches in 1 year.
6077,6551,6551,A miserable bitch is on the docket today. Lois 'Misery' Lerner better get grilled. The ordered harassment was undeniable. #breakherdown #war
6078,6552,6552,A nicca ain't do shit all day
6079,6553,6553,A nicca ain't perfect but my heart is pure
6080,6554,6554,A nicca got some crazy head last night 
6081,6555,6555,A nicca is hungry ... AS FUCK!!
6082,6556,6556,A nicca is hungry as fuk!!
6083,6557,6557,A nicca is hungry as hell
6084,6558,6558,A nicca need a maid #Str8Up
6085,6559,6559,A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at
6086,6560,6560,A nicca still tired from last night ... Wtf!!
6087,6561,6561,"A nigga could tell you he aint fucking with her but really do be , that's why you gotta ask . Most of the time a bitch won't lie about that"
6088,6562,6562,A nigga will say the worst about a bitch and she'll still feel validated as long as he would fuck her.
6089,6564,6564,A random am scroll lands me here...RT Lillie Charlie horses durin sex just simply means you didn't drink enough water that day
6090,6565,6565,"A real gangster ass nigga know the play, the real gangster ass niggas gets the flyest of the bitches, ask that gangster ass nigga little J"
6091,6566,6566,A real nigga ain't complete without a real bitch
6092,6567,6567,A squad of dyke cholas fear nobody. They worse than the cartel
6093,6568,6568,A tall tee n sum slouch shoes on I could've fucc yo bitch
6094,6569,6569,A week till im out this bitch.. Thank GOD
6095,6570,6570,"A white lighter is bad luck, not yellow ur stupid"
6096,6571,6571,"A wise man once said ""Damn I hate a bitch that like to argue nd shit"""
6097,6572,6572,A-Rod said the number #13 he wears on his uniform is for opposing teams to fear him but the fact is A-Rod is a damn cancer to the #Yankees
