,tweet
2811,@Fit4LifeMike @chanelisabeth shut up fuckin beaner
2812,@FixItJESUSx just be a hoe then
2813,@FixUpMayte @TheRealYoungZel @DivaMonRoe2uHoE I'm destroying this bitch dawg
2814,@FlawlesS_Dv @AboutStrafe @NexSmitsky I also like how I'M called the hoe when I've been saying stop.
2815,@FlawlesS_Dv @TehDucKii pussy ass bitch
2816,@FlawlesS_Dv dont be a bitch smh
2817,"@FletcherMassie @TelcoAg @rcb05 Go back to mutt, Rev I style. Of course, that would necessitate running over a dog and adopting it."
2818,@FlightYung that's what I call a crash dummy hoe
2819,@FloralElephants *pom poms* YOU MAKE THAT SHIT YEAHHHH
2820,@Flow935 jus wanted to let y&#225;ll know hope the hurricane kills your soca sunday trash #LORDWILLIN
2821,@FlyGuyChanze lol you tell that bitch
2822,@FlyoutChase @Harold_Major LMFAOOOO if that bitch didn't change his @ so much I could find more
2823,"@FrancoisKilljoy bitch stop hatin cause they ain't make em in toddler size. You should be happy, they make em in GS now"
2824,@FrankieJGrande ew queer white thirsty bitch
2825,@FrankieJGrande fugly queer white trash
2826,@FrankieJGrande omg gtfo white faggot
2827,@FrankieJGrande ugly white bitch
2828,@Frankiee_559 dont be a bitch man up lol :)
2829,@FredBrooklyn @DoubleGunsChip That is great. Dumb crybaby pussy.
2830,@FredRPVasquez damn he was my bitch for Eddie Johnson teams last year
2831,"@FreddieGibbs Lol, always with the complaining and crying. Just like when Jeezy broke up with you cause your a moaning old bitch."
2832,@FreddyAmazin ratchet looking nigger
2833,@FreeAJay you understand you look like a real life dyke right? Like you look like a WNBA dyke bro. A sports bra &amp; bball shorts wearing dyke
2834,@FreeBlazeGawd lmsoooo dawg I ain't got no bitches mane. I low key got a chick but I can't say it on Twitter. You know how these wolves is
2835,"@Freegeezy17 nigga look my size, plus it get hit in the ass, an look like its been fighting all its life.... I'll sneak dat bitch an RUN!"
2836,@Freegeezy17 shoot that nigger bitch in the knees....
2837,"@Fromtheshwa yes now get off twitter, you lame negros should have never learned how to use the Internet"
2838,@FuckBoiRik hahahaha youza fuck wigger
2839,@FuckKennyJ trash
2840,@FuckTheMallcops @theharris338 @MrMooncricket @BobbyBotsods @JimTalbot1963 @UncleUnco aids fuck? Smdh u punk bitch.
2841,"@FuckTraVonn ahh I see, I'm still a rook about the knowledge of THE hoe. But I'm progressing."
2842,@FuckingCashBro you&#8217;re a little bitch x2
2843,"@Fugazi3011 ""leave you beaner retard"""
2844,@FukknTyler I ain't light skin nigga I'm even colored lmao
2845,@FukknTyler nigga I talk shit period this ain't nun new white bitch we go threw this every damn day &#128514;&#128514;
2846,@FukknTyler u a bitch in niggas clothing shut yo ass up &#128514;&#128514;&#128514;&#128514;&#128514;
2847,@Fulf_ShawnFulf peckerwood
2848,@FunnyPicsDepot he's a greaser
2849,"@Furrystoat For the record #NoHomo but don't care who is unless I gotta see it.. same with every sexuality even birds, dogs.. what not."
2850,"@FusionRocks @jumabr 
I likes me dem Mexican hoes. Day suck me off for 5 dollas"
2851,@FvckMike_ I was bout to smack a bitch.
2852,@FvckMike_ bro this bitch really stood there and was like you gonna give me my penny?
2853,@FzRodl exception for Gilda Radner that bitch was funny
2854,@G27Status @VikkiFusco @flyersfan You're still a bitch
2855,@G27Status Them stop being a bitch and do it
2856,@GBLeighton remember 94 can be a bitch! Stop to drink if you get stalled #wib advice!
2857,@GDuenez ur one to talk bitch
2858,"@GGChanel @jesjosie Yeah, it's fuck that Jigsaw-faced bitch everyday, B."
2859,@GMANisTBE thanks dumb bitch
2860,@GOOSEmon420er you were there bitch lol
2861,@GOOSEmon420er you're being a bitch lol but naa serio wassuo
2862,"@GOPBlackChick @barrackobama just said u.s.was full of nice,giving,smart ppl.I thought we were mean,unexceptional,bitter clingers?#evolved?"
2863,@GYPMATIC45 i pissed alotta ppl off on fb i was flooding the newsfeed next target them hoe ass texans
2864,@G_Anderson4 lol it's gonna be so fun got two niglets on the way
2865,@G_Babyrachi niccas dnt kno bout da art of finessin
2866,@GabrielaAngela4 @DeliaParedez @StephyRae7 @TheOneMiss_Luu @Ramona_Pilar @rikki_lovee whatever Gabby! You hoe
2867,@GabrielaAngela4 @StephyRae7 Gabby why are you so ghetto?
2868,@GabrielaAngela4 I am always there bitch!
2869,@GallagherEmily nigra in da back
2870,@Garner_412 heyyyyyyyyyyy fag boy am I gonna watch you play?
2871,"@GeneTNBARockBox Says the old man :( I hope you can survive another 10 years, you silly Jigga boo monkey"
2872,"@GenuinelyOT lol, that pussy got rich niggas losing their minds too. Got Drizzy &amp; Breezy beef'd out, that puss is the devil's playground."
2873,"@GenuinelyOT you out yo mind. Rose colder than Kim, &amp; way more down to earth. Kanye bitch give him more problems than Wiz's does."
2874,"@Gertrude_Larue 
I is colored, Latino and some Jewish. When I move in, I don't ruin the neighborhood, I wipe it out!"
2875,@Get__Em__Craig I hear ya hoe
2876,@Get__Em__Craig I was sleep hoe where you at
2877,@Get__Em__Craig funky hoe you gone solo
2878,@Get__Em__Craig lol I will be there in the morning hoe
2879,@Get__Em__Craig naw hoe let me see if you got Keisha
2880,@Get__Em__Craig you owe two hoe I don't wanna hear shit when I hyu
2881,@Gethenian ffffffffffffuck. Baratheon rebellions are a bitch.
2882,@GforGent bitch what happen to comin thru
2883,@Giannaamarieeee first off who you calling a hoe ? Don't make me go sharkeisha ok you boo boo
2884,@GiantRaiderKing oh you sneaky son of a bitch you
2885,"@GiftedHussle94 @DallyJackson @TreFreedawg ""babe it's the thought that counts""..""bitch you a thot"""
2886,"@GinaMarieZ all I did was bitch about Jessie, still love you anyway"
2887,"@GingerDemoness 
Den you enjoy da nite wit a colored man. We do it again in 2 weeks. Lets me no if I needs ta bring da magnums"
2888,"@GingerDemoness 
My shit's like an eggplant baby. Black and big enough so dat all da women gets dem a piece"
2889,"@GingerDemoness @jcapswgr 
All dem colored boys be sayin I dare baby daddy. I gots to protect my semen under da lock and key. And I wrap 2x"
2890,"@GingerDemoness @mjkeenan 
Does da N mean negro?"
2891,@GirlThatsVonte dese bitches n my shot nigga
2892,@GirlThatsVonte i wont ima come piss in yours bitch
2893,@GirlThatsVonte lol nahh bitch dont put yo life on me ole cant drink water after 8 ass nigga #PissinInDaBedAssBoy
2894,@GirlThatsVonte no it ainn bitch
2895,@GirlThatsVonte shut up bitch
2896,@Gjulio34 we don't love this hoes
2897,@GlitteredInPink hoe don't tweet me
2898,"@Glodupshawdy @ManOnThe_Moon_ @_tonydennis @lilthickgawdess @CHILDISHCUDl @ninathegoat @YUNGRAPE basic bitch comeback, expected"
2899,@Gloryyyy18 brooooo I miss you bitch
2900,@GlynJackson2 @Rachh_Basss granted cracker isn't that bad because when you say that to a white person your saying their one of the slave
2901,"@GoDaddy Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots."
2902,@GoHard_Brown @your_daddy9 &amp; xavier you bitch.
2903,@GociveiX you egg spam bitch
2904,"@God_loves_biebs Go pray in a church or something fag, no one cares about your religious bullshit."
2905,"@Godbody_ream ""I want to eat your pussy"" &#128514;&#128514;&#128514;"
2906,"@Godsmack_Music @iTunesMusic @iTunes That band is white trash, and only white trash would buy that album."
2907,"@GoldGloveTV Neither does your fucking cat, pussy."
2908,@Goldee_Locx lmao real shit though them bitches be dumb as fuck smh
2909,@GoldieMack_ hoe told me she was gonna chop my dick off ... She was from Baltimore
2910,@GoneWithKalijah I watched the 1st season bc I wanted to see the diff sides of Elijah. Not to see a thristy hoe who uses Walgreen's hair dye
2911,@GorgeousCamry_ @itsDeSha__ man get yo bitch ass out my mf mentions man with all tht bs u trippin
2912,@GorgeousCamry_ bitch fck all lay wat you wanna do
2913,@GorgeousCamry_ fight or nah dumb bitch &#128530;
2914,@GorgeousCamry_ ight bitch ima see u
2915,@GorgeousEra come so you can record him saying he's my bitch
2916,@Gorillaleo fuck your chicken sandwich ho!!!
2917,@GossipCop Julie tell them crybaby blacks to get someone blk. and dress them up white faced......niggers always whining!
2918,@GossipCop screw the little porch monkey!
2919,"@GossipCop the coon, n coon wanna b got what they should have, except should have been more time in jail"
2920,@GossipCop they are all idiots except kourt.... the rest are just slutty ass bitches
2921,@GossipCop y don't both of those fat bitches die
2922,@GovJayNixon U should just pull out &amp; let #Ferguson fend for themselves. It has been a week. Wasting manpower. Most r just attention hos
2923,@GrandeHead I got that hoe bootlegged haha if you wanna borrow it
2924,@GrandeHead biiiiitch that hoe looks perfect haha but iight
2925,@Grayse_Kelly Some women get in a relationship quick so they won't feel like a hoe for having sex.
2926,"@Great_White12 get it? Bc you called yourself a tool, I called you a hoe. Bc hoes are tools hahahaha I'm so funny"
2927,@GregHillWAAF soo what you putting on those crackers Gregg?
2928,@GregyBalls Asian pussy?
2929,@GrizzboAdams @wyattnuckels I'm on that straight Cali kush bitch don't kill my vibe
2930,@GrizzboAdams @wyattnuckels bitch I got plans to fuck tonight I said friday nigga
2931,@GrizzboAdams @wyattnuckels bitch I make the plans not you pussy fart I'm in charge follow me or deny me I'm doin Friday and were fighting!!
2932,@GrizzboAdams @wyattnuckels fuck you bruh you didn't show up fucking pussy
2933,@GrizzboAdams @wyattnuckels haha ight nig calm yoself
2934,@GrizzboAdams @wyattnuckels haha you playin nigga I fuck bitches make money and smoke that straight og kush
2935,@GrizzboAdams @wyattnuckels ight this Friday nig
2936,@GrizzboAdams @wyattnuckels this Friday at the c burg mall you gettin whipped like the bitches I fuck
2937,@GrizzboAdams dude fuck you faggot it's Friday or no go bitch I set the standards you make or break them bitch
2938,@GrizzboAdams fucking block your white ass because you try to start shit like a fucking queer so fuck you NIGGA
2939,@GrizzboAdams ight nigga haha fucking queer has to clear his schedule
2940,@GrizzboAdams ight nigga tonight at 9:00 c burg mall bitch
2941,@GrizzboAdams roid rage much faggot?
2942,@GrizzboAdams why you crying then baby back bitch?
2943,@Groovy_Ear straight up your hoes can wait !
2944,"@Growword no, that nigga goin to work. Quit tryin to kill a nigga's vibe you broke bitch"
2945,"@GuTsSidious Yeah, so quit being a bitch and edit."
2946,@GuTsSidious get into Devil first bitch! Roasted.
2947,@Gutierrez_Alf legit retard
2948,"@Guz1012_ I've had to do it in multiple classes. Ain't really that rare. Also, don't call your teacher a bitch on twitter."
2949,@GwendolynC28 thanks nig&#128540;
2950,"@HAL3Ygang she was a dirty bitch always beggin for microwaves and catchup and shit so mufuckas always be like, ""BYE Falicia!"""
2951,@HAUNTINGILINSKY @sorryimalex you actually think he'll do that? lil bitch can't punch a potato
2952,@HBMostDope @SODMG_P_COOK both of y'all pussy boa!
2953,@HBergHattie @snkscoyote I wonder if the progs didn't relegate young black men to the ghettos to keep them away from harry reid's friends...
2954,"@HOGANnoHulk_ @Lov3Tadaisha Terrance you wanna be one of my ""hoes"" &#128514;&#9995;"
2955,@HOMELESSBITCH Can I bitch about not having smoke??
2956,@HTTRdcRising fuck your redskins bitch!
2957,@H_TownRacer shit tell that pussy to come out of retirement and show up Kareem Jackson then he can get respect
2958,@HaLaWa0402 not as sick as you muzzie trash @JewJitsuGrl @JoeDouglas1 @Darknight420 @blackorchidm16 http://t.co/KQrMhSzmpj
2959,@HaleyJoanis lick my pussy and ma crack
2960,@Halfbakd_Kitten ill finger ur tight pussy so slowly you'll be moaning my name bby
2961,@HalieMaranda @Huntermoore bitch u perfect
2962,@HalleyBrenks3 interesting #hick
2963,@HanSolosSon bruh really rocking a toaster on his face lmaoooo he prolly got 0 bitches too man.
2964,@Harbison92 you knw where i am pussy i hate when u ask me tht
2965,@HarleyyyQuinn_ trash
2966,"Hoe lichter van kleur, hoe beter het morele kompas werkt. Ik ben kleurenblind ;~)"
2967,@HarrysBoyLouis @CurveMe I was laughing at a joke about 9/11 big different bitch.
2968,"@HarveyLevinTMZ @sly309 they want what I got, I want what they got, America.they got the word nigger, I want it to"
2969,@HarveyLevinTMZ sal tryin 2 pull a K. Ferderline..lazy ass son of a bitch
2970,@HazelEyedBarbi She walks away!? What a pussy.
2971,@Hbt2013Mm I'll ask you same question Do you support border jumpers Do you support illegals
2972,@HearttBreakerr_ @never_reggies @capital_screezy is that all u can say twat?
2973,"@HeatherEliseP and plus, it's trash talk. You should know that especially with ole miss."
2974,"@Heather_Poole I go for the most direct flight, then by price. Over and done with layovers. Flying is a bitch enough."
2975,@HeauxmerSimpson I'm jus tryna vaca away from the niggers bro.
2976,@HeavensWay_ 2nd and last time I'll ever call you that faggot
2977,@HeelsOverSneaks smh. U so retarded. Lol
2978,"@HeilSidious @BreezByYa LOL that Caitlyn.. ""Can't carry 3 retards"""
2979,@HeilSidious @DevilGrimz So can we just let this faggot in already before he cries himself to sleep
2980,@HeilSidious @dyldobaggenss whatta you fags doin?
2981,@HeilSidious Ass Oreos and his name is Thad Castle.
2982,"@HeilSidious Sion is a faggot. Very meh ganks pre-6 and post-6 his ganks are still pretty meh he's just a tank, nothing special imo Mao +"
2983,@HeilSidious hmu when you're good to go bitch
2984,@Hendrixoxo bitch why did you not fav or retweet this
2985,@Hendrixoxo wtf hoe answer my question
2986,@Herfarm @SteveWorks4You @TheDemocrats your low info redneck dumbasses vote for these corporate shills that idiots like you believe #dummies
2987,@Herfarm Move out of our country teabaggers!
2988,@Herman_NYRBlog he's am has no clue #heeb
2989,@HiPHopFeEeN old with a old wolf pussy that is
2990,@Hi__________Bye omfg or the other pics of the tranny lmao
2991,@HighOffTatianna lol fuck these lil bitches ain't shit to peep &#128526; wassup w/ you tho
2992,@Highwayy_17 you're a bitch
2993,"@HilareeJay I hate those creepy ass dolls that call you dada, I'm like ""bitch I ain't yo daddy"""
2994,@HilareeJay lemme find out you twitter beefin with hoes
2995,@Hillgasm bitch need crutches
2996,@HippieProblemz pussy poppin on a headstand while ur eating watermelon
2997,@HipsterBreeez Na a young bitch got school &#128514;&#128514;&#128514;
2998,@HollowDaDonLOM those god damn chinks. http://t.co/Bi6fgP5vGo
2999,@HollygroveShawn word!! school flow on a dumb hoe...
3000,@HomoHulk same here. Fucking hated that bitch.
3001,"@HomoHulk told you them bitches was mad even, g."
3002,@HonchoPikasoe I'm tryna have this bitch in out soon
3003,@HonchoPikasoe lmao hell yea.. I love thick bitches &amp; thick bitches love fat niggas.
3004,@Honey_GotBunns bitch you know you won't this &#128526;&#128131;&#128588;&#128514;
3005,@Honeysuckle_Tav Well he canonically plays the troll equivalent of Pokemon... *throws the new Fairy type at him*
3006,"@HopOnTheBeast i found her right here, good job unfollowing me btw faggot http://t.co/kD3iSeIoLd"
3007,"@HopeMcclintock I could've swore everyday was jus sayin I had all the hoes like 2 days ago! No I'm gay,What's next? I gotta baby on the way&#128514;"
3008,@Horsepower_Will naw nigga I got yo bitch tip toeing on my wooden floor !
3009,@HoskinsTy96 @saambrowning and retarded
